0,2024-07-24 09:16:12,434.01,-1.97,"1,510,897 ",[],490.00 ,59.71,-1.06,"7,506,749 ",[],76.54 ,[],[],[],[],[],225.01,+1.05,"36,471,169 ",[],223.02 ,186.41,+3.86,"42,064,493 ",[],228.05 ,444.85,+1.91,"12,248,349 ",[],494.62 ,488.69,+1.29,"9,097,876 ",[],530.03 ,183.60,+0.25,"21,959,371 ",[],189.21 
0,2024-07-24 09:16:17,434.01,-1.97,"1,510,897 ",[],490.00 ,59.71,-1.06,"7,506,749 ",[],76.54 ,[],[],[],[],[],225.01,+1.05,"36,471,169 ",[],223.02 ,186.41,+3.86,"42,064,493 ",[],228.05 ,444.85,+1.91,"12,248,349 ",[],494.62 ,488.69,+1.29,"9,097,876 ",[],530.03 ,183.60,+0.25,"21,959,371 ",[],189.21 
0,2024-07-24 11:05:16,432.13,-1.88,"604,735 ",[],490.00 ,58.81,-0.90,"2,253,300 ",[],76.54 ,[],[],[],[],[],219.11,-5.90,"15,737,442 ",[],223.02 ,183.03,-3.38,"10,828,448 ",[],228.05 ,434.35,-10.50,"4,630,281 ",[],494.62 ,488.69,+1.29,"9,097,876 ",[],530.03 ,176.82,-6.78,"11,263,196 ",[],189.21 
0,2024-07-24 11:26:12,431.77,-2.24,"655,090 ",[],490.00 ,58.66,-1.05,"3,035,174 ",[],76.54 ,[],[],[],[],[],218.48,-6.53,"18,733,336 ",[],223.02 ,183.04,-3.37,"12,177,570 ",[],228.05 ,432.04,-12.81,"5,876,830 ",[],494.62 ,488.69,+1.29,"9,097,876 ",[],530.03 ,176.09,-7.51,"12,220,940 ",[],189.21 
0,2024-07-24 11:26:17,431.77,-2.24,"655,090 ",[],490.00 ,58.66,-1.05,"3,035,174 ",[],76.54 ,[],[],[],[],[],218.48,-6.53,"18,733,336 ",[],223.02 ,183.04,-3.37,"12,177,570 ",[],228.05 ,432.04,-12.81,"5,876,830 ",[],494.62 ,488.69,+1.29,"9,097,876 ",[],530.03 ,176.09,-7.51,"12,220,940 ",[],189.21 
0,2024-07-24 11:32:38,432.15,-1.86,"686,068 ",[],490.00 ,58.83,-0.88,"3,265,112 ",[],76.54 ,[],[],[],[],[],218.67,-6.34,"20,824,359 ",[],223.02 ,183.04,-3.37,"12,177,570 ",[],228.05 ,432.04,-12.81,"5,876,830 ",[],494.62 ,488.69,+1.29,"9,097,876 ",[],530.03 ,175.72,-7.88,"12,857,872 ",[],189.21 
0,2024-07-24 11:34:38,432.15,-1.86,"686,068 ",[],490.00 ,58.83,-0.88,"3,265,112 ",[],76.54 ,[],[],[],[],[],218.67,-6.34,"20,824,359 ",[],223.02 ,183.32,-3.09,"12,829,378 ",[],228.05 ,432.04,-12.81,"5,876,830 ",[],494.62 ,488.69,+1.29,"9,097,876 ",[],530.03 ,175.72,-7.88,"12,857,872 ",[],189.21 
0,2024-07-24 11:35:18,432.15,-1.86,"686,068 ",[],490.00 ,58.83,-0.88,"3,265,112 ",[],76.54 ,[],[],[],[],[],218.67,-6.34,"20,824,359 ",[],223.02 ,183.32,-3.09,"12,829,378 ",[],228.05 ,432.04,-12.81,"5,876,830 ",[],494.62 ,488.69,+1.29,"9,097,876 ",[],530.03 ,175.72,-7.88,"12,857,872 ",[],189.21 
0,2024-07-24 11:35:21,432.15,-1.86,"686,068 ",[],490.00 ,58.83,-0.88,"3,265,112 ",[],76.54 ,[],[],[],[],[],218.67,-6.34,"20,824,359 ",[],223.02 ,183.32,-3.09,"12,829,378 ",[],228.05 ,432.04,-12.81,"5,876,830 ",[],494.62 ,488.69,+1.29,"9,097,876 ",[],530.03 ,175.72,-7.88,"12,857,872 ",[],189.21 
0,2024-07-24 11:35:26,432.15,-1.86,"686,068 ",[],490.00 ,58.83,-0.88,"3,265,112 ",[],76.54 ,[],[],[],[],[],218.67,-6.34,"20,824,359 ",[],223.02 ,183.32,-3.09,"12,829,378 ",[],228.05 ,432.04,-12.81,"5,876,830 ",[],494.62 ,488.69,+1.29,"9,097,876 ",[],530.03 ,175.72,-7.88,"12,857,872 ",[],189.21 
0,2024-07-24 11:35:30,432.15,-1.86,"686,068 ",[],490.00 ,58.83,-0.88,"3,265,112 ",[],76.54 ,[],[],[],[],[],218.67,-6.34,"20,824,359 ",[],223.02 ,183.32,-3.09,"12,829,378 ",[],228.05 ,432.04,-12.81,"5,876,830 ",[],494.62 ,488.69,+1.29,"9,097,876 ",[],530.03 ,175.72,-7.88,"12,857,872 ",[],189.21 
0,2024-07-24 11:35:33,432.15,-1.86,"686,068 ",[],490.00 ,58.83,-0.88,"3,265,112 ",[],76.54 ,[],[],[],[],[],218.67,-6.34,"20,824,359 ",[],223.02 ,183.32,-3.09,"12,829,378 ",[],228.05 ,432.04,-12.81,"5,876,830 ",[],494.62 ,488.69,+1.29,"9,097,876 ",[],530.03 ,175.72,-7.88,"12,857,872 ",[],189.21 
